Area,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Highlands and Islands Enterprise,0.145,0.144,0.148,0.138,0.14,0.13,0.149,0.148,0.157,0.164,0.154,0.139,0.158,0.146,0.16,0.152
South of Scotland Enterprise,0.153,0.149,0.154,0.158,0.165,0.166,0.167,0.172,0.194,0.192,0.19,0.188,0.193,0.197,0.207,0.197
Scottish Enterprise,0.094,0.091,0.098,0.097,0.099,0.1,0.102,0.108,0.114,0.106,0.11,0.109,0.12,0.117,0.113,0.117
