Area,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Highlands and Islands Enterprise,0.039,0.04,0.04,0.034,0.036,0.045,0.049,0.056,0.051,0.052,0.043,0.038,0.037,0.033,0.029,0.028
South of Scotland Enterprise,0.037,0.04,0.042,0.037,0.041,0.052,0.061,0.07,0.071,0.065,0.052,0.044,0.042,0.031,0.031,0.031
Scottish Enterprise,0.056,0.055,0.054,0.049,0.051,0.073,0.08,0.086,0.083,0.081,0.065,0.061,0.049,0.042,0.045,0.036
