Area,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Highlands and Islands Enterprise,0.79,0.78,0.78,0.79,0.79,0.79,0.78,0.76,0.76,0.76,0.78,0.79,0.78,0.79,0.79,0.78
South of Scotland Enterprise,0.76,0.76,0.77,0.76,0.76,0.75,0.72,0.71,0.70,0.72,0.75,0.76,0.74,0.76,0.73,0.76
Scottish Enterprise,0.72,0.72,0.73,0.73,0.73,0.71,0.70,0.70,0.70,0.70,0.72,0.72,0.72,0.74,0.74,0.75
