Area,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Aberdeen City Region,27100,24500,26400,24900,25300,24000,29200,28800,29500,28200,27000,26900,30400,37300,31500,31200
Glasgow City Region,63900,64400,71700,73500,79100,75700,71300,82500,86200,76400,90200,89300,96300,101400,96700,90500
Edinburgh and South East Scotland City Region,63400,62800,67300,66900,64300,68300,68100,70600,81200,75900,74300,75800,85500,71400,82100,90700
"Stirling, Clackmannanshire and Falkirk Region",14000,13200,13000,14000,12900,13900,15100,14800,16100,14900,15800,14500,16800,16300,14100,14100
Tay Cities Region,31800,33600,39400,37300,34000,37400,35800,38300,39100,35900,42100,42600,49600,39400,43200,53600
Highlands and Islands,33700,33400,35300,33500,34200,31800,36300,35500,36700,38900,37600,34100,38300,35700,39200,36700
Ayrshires,16500,15700,16900,17500,18000,17600,17800,19200,18200,19000,20000,18800,20800,21800,18800,21400
South of Scotland,19100,18500,19600,20000,21000,20700,20100,20300,22700,23000,23700,23600,23700,24600,24600,24300
