Area,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Islands & Remote Rural,0.019,0.019,0.019,0.019,0.019,0.021,0.02,0.022,0.023,0.022,0.022,0.022,0.022,0.021,0.022,0.024
Mainly Rural,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.009,0.009,0.009,0.009,0.009,0.01,0.01,0.01,0.01
Urban with Substantial Rural areas,0.007,0.007,0.007,0.007,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.009,0.009,0.009,0.009,0.009
Larger Cities,0.013,0.013,0.013,0.013,0.013,0.014,0.014,0.014,0.015,0.015,0.015,0.016,0.017,0.016,0.016,0.015
